周边交通,商业用房平均价,开盘时间,容积率,座落,车位,设备装修,绿化率,楼盘简介,总幢数,开发商,住宅平均价,土地等级,项目名称,入住时间,联系电话,配套设施
,,2006-09-16 00:00:00.0,,沈阳市铁西区建设西路18号,,,,,3300.0,新恒基(沈阳)置业有限公司,第一城西区A组团一,0,8,2007-12-31 00:00:00.0,25519988,
,5000.0,2006-09-15 00:00:00.0,,于洪区银山路北侧,,,,,3000.0,沈阳富禹房屋开发有限公司,居住组团（龙欣园二期）,0,11,2007-08-31 00:00:00.0,86621111,
,,2006-09-17 00:00:00.0,,沈阳浑南新区F9号地块,,,,,3300.0,沈阳市房实房产开发有限公司,“塞纳家园”住宅（二期局部）,0,14,2009-09-30 00:00:00.0,23820808/23822828,
,,2006-09-18 00:00:00.0,,沈阳市于洪区怒江北街,,,,,,辽宁红田房屋开发有限公司,红田翠园三期工程2,0,4,2007-10-31 00:00:00.0,86169900、86177766,
,,2006-09-19 14:41:21.0,,苏家屯区香杨路北、桂花街东,,,,,,沈阳市苏家屯区人民政府临湖街道办事处,河畔花城回迁住宅小区,0,37,,13066699933,
,2000.0,2006-09-20 00:00:00.0,,苏家屯区陈相镇陈相村,,,,,1080.0,沈阳宝隆房地产开发有限公司,住宅、网点（歌洋馨雨园）,0,12,2008-08-30 00:00:00.0,89580088,
,5800.0,2006-09-20 00:00:00.0,,于洪区黄海路北侧,,,,,2700.0,辽宁世代房地产开发有限公司,商业、居住（世代龙城）,0,44,2007-09-30 00:00:00.0,25319077,
,6600.0,2006-09-21 00:00:00.0,,铁西区云峰北街23号,,,,,3650.0,沈阳新新伟业房产开发有限公司,新伟庭苑、昌盛综合市场,0,6,2007-02-15 00:00:00.0,25638888、25630333,
,,2006-09-22 00:00:00.0,,沈阳市于洪区大韩屯,,,,,,恒盛阳光鑫地（辽宁）置业有限公司,居住一期工程1-2（阳光尚城）,0,10,2008-05-30 00:00:00.0,86318888,
,,2006-09-22 10:29:18.0,,经济技术开发区六号街,,,,,,乐凯（沈阳）科技产业有限责任公司,中试车间、中间体车间等十四项,0,14,,31582230 138405016682,
,4000.0,2006-09-26 00:00:00.0,,苏家屯区海棠街101号,,,,,2000.0,沈阳市苏家屯区房屋土地开发有限公司,海棠小区一期,,20,2008-01-31 00:00:00.0,,
,,2006-09-26 15:21:05.0,,经济技术开发区5号路9甲2号,,,,,,沈阳佳信户外用品制造有限公司,1#、2#厂房、综合楼、科研楼、收发室,0,5,,13898815890,
,,2006-09-27 13:13:28.0,,苏家屯区陈相屯镇大陈相屯村,,,,,,沈阳市苏家屯区宏海型煤厂,厂房、业务用楼,0,2,,13998873248,
,,,,铁西区,,,,,,沈阳海之韵投资有限公司,海韵广场（酒店部分）,,,,,
,7300.0,2006-09-28 00:00:00.0,,大东区堂子街11号,,,,,4600.0,沈阳明达置业有限公司,居住、商业（万泉枫景）,0,4,2007-12-01 00:00:00.0,"24341111,24349999",
,,2006-08-28 00:00:00.0,,沈阳辉山农业高新区地利南街27号,,,,,,辽宁彤利房地产开发有限公司,住宅楼（辉山?山水绿阁）一期,0,24,2006-11-30 00:00:00.0,88087766,
,,2006-08-28 00:00:00.0,,于洪区大韩屯,,,,,3200.0,恒盛阳光鑫地（辽宁）置业有限公司,居住区一期工程1-1（阳光尚城一期）,0,7,2007-05-31 00:00:00.0,86150888,
,5500.0,2006-08-28 00:00:00.0,,铁西区肇工南街47号,,,,,3400.0,沈阳鑫磊房屋开发有限公司,工人村新市场及住宅,,2,2006-12-31 00:00:00.0,25722888,
,,2006-08-29 00:00:00.0,,东陵区桃仙镇班家寨村,,,,,2050.0,沈阳市绿色家园房地产开发有限公司,绿色家园二期,0,22,2007-05-01 00:00:00.0,83604777,
,,2006-08-30 09:00:22.0,,苏家屯区林盛镇四方台子村,,,,,,沈阳福林特种变压器有限公司,厂房,0,5,,13504059054,
,,2006-08-31 00:00:00.0,,苏家屯区丁香街100号,,,,,,沈阳二手车交易市场有限责任公司,营业大厅,0,8,,13940023006,
,,2006-09-01 15:40:50.0,,和平区文化路44号,,,,,,沈阳中凯房产投资有限公司,五金机电商场,0,6,2007-12-30 00:00:00.0,"23932222,23942222",
,5000.0,2006-09-01 00:00:00.0,,于洪区黄河北大街西侧,,,,,2900.0,沈阳顺意福莱英房地产开发有限公司,居住组团一、二期工程（阳光维也纳花园）,0,6,2007-08-31 00:00:00.0,86523777,
,,2006-09-01 00:00:00.0,,铁西区北四东路22号,,,,,,辽宁益格豪尔房地产开发有限公司,春城雅苑,0,4,2007-07-31 00:00:00.0,25393333,
,,2006-09-01 10:30:41.0,,铁西区兴华南街54号,,,,,,东北制药集团股份有限公司,药品储备仓库、办公楼,0,1,,82616746,
,,2006-09-02 00:00:00.0,,大东区辽沈一街西侧,,,,,,沈阳众邦房屋开发有限公司,阳光港湾,0,9,2007-10-30 00:00:00.0,62259810 13940590069,
,,2006-09-04 12:53:15.0,,6号街八甲1号,,,,,,沈阳正双环粮油技术开发有限公司,办公楼、综合厂房、西收发室、北收发泵房,0,5,,13504027223,
,,2006-09-05 10:01:26.0,,经济技术开发区黔灵湖街8号,,,,,,沈阳灯一照明研制安装工程有限公司,生产厂房、综合楼、门卫室、大件装配车间,0,6,,13610880015,
,4200.0,2006-09-05 00:00:00.0,,东陵区新立堡村,,,,,3100.0,保利(沈阳)房地产开发有限公司,住宅、商业,0,13,2007-06-30 00:00:00.0,31668888、31669999,
,,2006-09-05 00:00:00.0,,铁西区虹桥路34号,,,,,4200.0,沈阳新湖房地产开发有限公司,新湖北国之春四期A区,0,11,2007-10-31 00:00:00.0,024-31827777,
,,2006-09-05 09:32:30.0,,浑南产业东区23号地块,,,,,,沈阳通用电气透平机械技术有限公司,厂房、办公楼、附属用房,0,11,,23193302 13704023330,
,4500.0,2006-09-05 00:00:00.0,,经济技术开发区中央四号88号,,,,,2200.0,辽宁盛鑫成房屋开发有限公司,万熹绿景一期,0,23,2007-03-31 00:00:00.0,62360888,
,,2006-09-05 16:36:16.0,,东陵区东陵西路十二巷,,,,,,中国人民解放军沈阳军区空军老干部住房建设办公室,老干部住宅,0,12,,13322449258,
,,2006-09-06 12:57:05.0,,经济技术开发区十号路八甲1号,,,,,,沈阳紫江包装有限公司,1#厂房、2#生产厂房、实验楼、门卫换热站、消防水池、水泵房,0,4,,13654997549,
,,2006-09-06 00:00:00.0,,沈阳市大东区东站街西侧,,,,,3500.0,沈阳万和顺景房地产开发有限公司,万和顺景,0,17,2007-08-31 00:00:00.0,88099999,
,,2006-09-06 14:43:13.0,,经济技术开发区14号路10甲1号,,,,,,机化阀门（沈阳）有限公司,生产厂房、综合楼、库房、门卫室,0,4,,13940531548,
,4200.0,2006-09-06 00:00:00.0,,于洪区汪家地区,,,,,2800.0,沈阳永来房地产有限公司,住宅、网点（滨河新区-紫郡城二期续建）,0,12,2006-12-31 00:00:00.0,25929988,
,,2006-09-06 09:05:21.0,,皇姑区黄河南大街38号,,,,,,沈阳克莱斯特国际置业第一有限公司,公建（北美家居广场）,0,1,,82083152,
,5000.0,2006-09-06 00:00:00.0,,沈阳市于洪区杨士汪家村,,,,,2800.0,沈阳永来房地产有限公司,紫郡城冬悦园、夏语园,0,35,2007-12-31 00:00:00.0,13842012938,
,,1990-01-01 00:00:00.0,,沈河区万泉街78号,,,,,,辽宁明成房产开发(集团)有限公司,明成花园二期,,,2007-12-31 00:00:00.0,,
,,2006-09-08 00:00:00.0,,苏家屯区桂花街西,,,,,,辽宁荣成房屋开发有限公司,住宅、商业,0,22,2007-09-30 00:00:00.0,89139999、89139933,
,5800.0,2006-09-08 00:00:00.0,,大东区工农南侧,,,,,3300.0,沈阳铸诚安房地产开发有限公司,居住、商业,0,8,2006-12-31 00:00:00.0,88121555、88123838,
,,2006-09-08 09:30:42.0,,经济技术开发区四号街12甲1号,,,,,,沈阳华富科技有限公司,一号厂房,0,1,,13889266399,
,,,,皇姑区,,,,,,沈阳加华房地产投资发展有限公司,加华小城三期,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳鸿顺房地产开发有限公司,桃园花园二期,,,,,
,,,,沈河区,,,,,,沈阳东森房地产开发有限公司,商业建筑（三号地块一期工程）,,,,,
,,,,皇姑区,,,,,,沈阳中航瑞赛置业有限公司,瑞赛?居圣苑,,,,,
,,1990-01-01 00:00:00.0,,经济技术开发区,,,,,,沈阳竹胜园地产有限公司,三一新天地,,,,,
,,,,铁西区,,,,,,沈阳联大房地产开发有限公司,阳光美居,,,,,
,,1990-01-01 00:00:00.0,,铁西区,,,,,,沈阳新中城房产开发有限责任公司,明择园,,,,,
,,,,皇姑区,,,,,,沈阳华海房屋开发有限公司,怡林名门二期,,,,,
,,,,于洪区,,,,,,沈阳世纪华泰房地产开发有限公司,华邑世纪城,,,,,
,,,,铁西区,,,,,,辽宁力丰房屋开发有限公司,江南印象（住宅）,,,,,
,,,,沈阳经济技术开发区,,,,,,辽宁益格豪尔房地产开发有限公司,益格豪尔名邸四、五期,,,,,
,,,,大东区,,,,,,辽宁晟恒房屋开发有限公司,御龙东郡Ⅱ,,,,,
,,,,大东区,,,,,,沈阳双盛房地产开发有限公司,东远国纪花园一期,,,,,
,,,,和平区,,,,,,辽宁东大房地产开发有限公司,居住、商业（二期）,,,,,
,,,,沈北新区,,,,,,沈阳明华恒基房地产开发有限公司,明华?香峪兰溪一期1.4,,,,,
,,,,东陵区,,,,,,沈阳瑞志城建阳房置业有限公司,城建?逸品假日（一期）,,,,,
,,,,沈河区,,,,,,辽宁国泰房屋开发有限公司,综合服务楼,,,,,
,,,,苏家屯区,,,,,,沈阳悦通置业有限公司,恒大名都（二期A）,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳澳海房地产开发有限公司,澳海?西湖印象B地块,,,,,
,,1990-01-01 00:00:00.0,,,,,,,,辽宁天泰大学城房地产开发有限公司,教师住宅二期,,,,,
,,,,铁西区,,,,,,沈阳茂业时代置业有限公司,东方时代广场,,,,,
,,,,沈阳经济技术开发区,,,,,,辽宁鹰达卫华房地产开发有限公司,阳光100高尔夫香墅,,,,,
,,,,于洪区,,,,,,辽宁玉潮房地产开发有限公司,商业、住宅,,,,,
,,,,皇姑区,,,,,,沈阳保利溪湖房地产开发有限公司,保利溪湖林语花园（03地块）,,,,,
,,,,东陵区,,,,,,沈阳升科置业有限公司,优品天地一期（E36-3-3地块）,,,,,
,,,,于洪区,,,,,,辽宁宏伟鑫城房地产开发有限公司,八家子地区1号地块1.1期,,,,,
,5500.0,2006-09-29 00:00:00.0,,铁西区北二西路19号,,,,,,沈阳隆通房地产开发有限公司,沈阳轮胎批发市场,0,1,2007-06-30 00:00:00.0,25510555,
,4500.0,2006-09-29 00:00:00.0,,铁西区兴工北街64甲,,,,,5300.0,大连经济技术开发区海韵房地产开发有限公司,海韵广场,0,2,2007-10-31 00:00:00.0,25118888,
,10000.0,2006-09-30 00:00:00.0,,大东区八王寺街东侧、广场南场,,,,,5000.0,沈阳永嘉特置业有限公司,居住、商业（中央公馆）,0,7,2007-06-30 00:00:00.0,88128888,
,,2006-09-30 08:48:45.0,,经济技术开发区洪湖二街23-3号,,,,,,沈阳鸿展天针织有限公司,厂房、办公楼,0,1,,81602538,
,10000.0,2006-10-01 00:00:00.0,,大东区大北关街西侧,,,,,,沈阳东侨房地产开发有限公司,枫合万嘉购物中心(家乐福超市),0,1,2006-11-15 00:00:00.0,88532888,
,4500.0,2006-10-01 00:00:00.0,,于洪区汪家地区,,,,,3000.0,沈阳永来房地产有限公司,住宅、网点（滨河新区-紫郡城南区一期）,,18,2007-08-30 00:00:00.0,88619999,
,5000.0,2006-10-01 00:00:00.0,,于洪区黄河北大街西侧,,,,,3000.0,沈阳顺意福莱英房地产开发有限公司,居住组团一期工程-2(阳光维也纳),0,3,2007-12-30 00:00:00.0,,
,4500.0,2006-10-07 00:00:00.0,,苏家屯区乔松路南,,,,,2588.0,辽宁正大房地产开发有限公司,正大?香格城,0,22,2008-12-31 00:00:00.0,89129111,
,,2006-10-10 00:00:00.0,,铁西区云峰北街13号,,,,,,沈阳盛兴图书城投资开发有限公司,图书批发市场,0,1,,13604029058,
,,2006-10-11 00:00:00.0,,浑南新区B47号-1地块,,,,,,沈阳万科浑南房地产开发有限公司,“沈阳万科新榆公馆”住宅（一期二区）,0,3,2007-06-30 00:00:00.0,88603355,
,,2006-10-11 09:32:19.0,,经济技术开发区4号街东侧,,,,,,沈阳华利达家具制造有限公司,1#2#厂房、综合办公楼、门卫室、,0,4,,13079222388,
,,2006-10-12 13:38:38.0,,沈阳市新城子区虎石台镇小桥村,,,,,,辽宁省公安厅,看守所、戒毒所,0,3,,86992320,
,4200.0,2006-10-15 00:00:00.0,,浑南新区中心区45、47号地块,,,,,3000.0,辽宁慧缘房地产开发有限公司,慧缘馨村住宅三期,0,14,2009-09-30 00:00:00.0,24913888,
,,2006-10-15 00:00:00.0,,"新城子区道义镇道义四村,101国道西",,,,,,沈阳广厦天颜房屋开发有限公司,住宅楼（宏颐泷园）,0,2,2007-05-28 00:00:00.0,89722226,
,3300.0,2006-10-18 00:00:00.0,,沈阳辉山农高新区人和街108号,,,,,2200.0,辽宁东大房地产开发有限公司,水木康桥1#、2#商城、1#、2#车库,0,4,2007-06-30 00:00:00.0,88110043/13840271219,
,,2006-10-18 08:43:07.0,,虎石台镇兴顺街以东,,,,,,沈阳煤业(集团)信诚房地产开发有限公司,商业、住宅楼,0,6,2007-08-30 00:00:00.0,13840592166,
,,2006-10-18 10:49:34.0,,铁西区重工北街22号,,,,,,沈阳市铁西区城建开发有限责任公司,重工新村(一期)续建工程,0,10,,13066767969,
,,2006-10-18 00:00:00.0,,沈阳市于洪区巢湖西街,,,,,,沈阳佳润房屋开发有限公司,明地家园二期,0,2,2007-06-30 00:00:00.0,25440677,
,,2006-10-20 08:39:30.0,,经济技术开发区7号街10甲1号,,,,,,沈阳太宇机电设备有限公司,生产厂房、综合楼,0,3,,13504907173,
,,2006-10-20 09:43:00.0,,大东区东北大马路176号,,,,,,中国人民解放军沈阳军区政治部沈阳第三离职干部休养所,离退休老干部住房及附属用房,0,2,,13309881879,
,,2006-10-24 13:58:58.0,,苏家屯区白榆路2号,,,,,,辽宁成大方圆医药连锁有限公司,厂房、库房、办公楼,0,3,,13609812818,
,,2006-10-26 09:01:55.0,,高坎镇旧站村高坎供销合作社南侧,,,,,,沈阳欣闻房地产开发有限责任公司,欣闻花园,0,9,2007-11-25 00:00:00.0,81279798,
,3000.0,2006-10-26 00:00:00.0,,于洪区沙岭镇,,,,,1800.0,沈阳世君房地产开发有限公司,假日小城,0,21,2006-12-31 00:00:00.0,88633555,
,,2006-10-27 00:00:00.0,,苏家屯区丁香街东,,,,,,沈阳金石鑫房屋开发有限公司,商住楼（住宅、门市、车库）,0,1,2006-12-31 00:00:00.0,81759399,
,,2006-10-27 00:00:00.0,,沈阳辉山农业高新技术开发区宏业街73号,,,,,,辽宁伊利乳业有限责任公司,办公楼、能源区、收奶区、车间、宿舍、食堂,0,3,,88258021,
,,2006-10-28 00:00:00.0,,浑南新区中心区41号地块,,,,,5500.0,沈阳华新联美置业有限公司,河畔新城（五期2、3组团）,0,23,2009-07-12 00:00:00.0,24908261,
,6000.0,2006-10-29 00:00:00.0,,沈河区十一纬路169号,,,,,4000.0,沈阳亿光年房地产开发有限公司,商业、居住（富中大厦）,0,1,2007-11-01 00:00:00.0,22856888/22857888,
,,2006-10-30 00:00:00.0,,于洪区西江街99号,,,,,,沈阳万科四季花城房地产开发有限公司,居住区工程（五期六组团）,0,9,2008-07-01 00:00:00.0,"86783355,86783366",
,,2006-10-31 14:47:53.0,,沈河区青年大街东侧,,,,,,沈阳中基房地产开发有限公司,商会总部大厦,0,1,2008-10-31 00:00:00.0,13940057683,
,5000.0,2006-10-31 00:00:00.0,,和平区玉屏路南,,,,,3500.0,辽宁金帝建设集团房地产开发有限公司,玉屏路南商住楼,0,1,2007-06-30 00:00:00.0,23318888/81697388,
,,,,铁西区,,,,,,沈阳瑞京房地产开发有限公司,瑞京时代汽配广场（一期）,,,,,
,,,,于洪区,,,,,,辽宁世代房地产开发有限公司,世代商业广场小区,,,,,
,,,,沈北新区,,,,,,辽宁东大房地产开发有限公司,水木康桥二期29#、30#、31#,,,,,
,,,,沈北新区,,,,,,沈阳诚丰金源房地产开发有限公司,星城国际花园二期,,,,,
,,,,铁西区,,,,,,沈阳万达房地产有限公司,北一路万达广场（二期）,,,,,
,,,,苏家屯区,,,,,,沈阳盈达房地产开发有限公司,满融国际新城二期,,,,,
,,,,于洪区,,,,,,恒大鑫源（沈阳）置业有限公司,居住（二期-2）,,,,,
,,,,沈北新区,,,,,,辽宁省直建设集团有限公司,府梓里居二期,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳荣盛幸福大道房地产开发有限公司,幸福大道花园二期A区,,,,,
,,,,沈北新区,,,,,,沈阳市碧桂园房地产开发有限公司,沈阳碧桂园1-1区三期,,,,,
,,,,于洪区,,,,,,沈阳银亿房地产开发有限公司,福居园居住、商业,,,,,
,,,,于洪区,,,,,,辽宁地威置业有限公司,水木城典嘉园,,,,,
,,,,沈北新区,,,,,,"辽宁麓林置业有限公司
",麓林春语轩,,,,,
,,,,和平区,,,,,,辽宁荣麟房地产开发有限公司,建馨家园二期,,,,,
,,,,于洪区,,,,,,辽宁金沙房地产集团有限公司,金沙望湖丽园,,,,,
,,,,沈北新区,,,,,,沈阳蒲河房地产开发有限公司,民丰家园,,,,,
,,,,皇姑区,,,,,,沈阳德信利和房地产开发有限公司,商业（二期工程C栋）,,,,,
,,,,铁西区,,,,,,沈阳万科朗程置地有限公司,万科朗园,,,,,
,,1990-01-01 00:00:00.0,,沈河区,,,,,,沈阳茂业置业有限公司,沈阳茂业中心,,,,,
,,,,皇姑区,,,,,,辽宁报业格林秋日风情房地产开发有限公司,居住、商业,,,,,
,,,,苏家屯区,,,,,,沈阳市振达房地产开发有限公司,人和丽城,,,,,
,,,,于洪区,,,,,,辽宁地威置业有限公司,水木城典二期,,,,,
,,,,沈河区,,,,,,沈阳家嘉兴房地产开发有限公司,好旺角商厦,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳竹胜园地产有限公司,三一?新境界（一期）,,,,,
,,,,和平区,,,,,,沈阳朗勤置业有限公司,商业,,,,,
,,,,大东区,,,,,,沈阳大东方置业有限公司,商业（二期第二部分）E,,,,,
,,,,大东区,,,,,,沈阳大东方置业有限公司,商业（二期第二部分）C,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳荣富置业有限公司,荣信?财富广场,,,,,
,,,,苏家屯区,,,,,,辽宁庆大房地产有限公司,住宅、商业（一期）,,,,,
,,,,东陵区,,,,,,沈阳市棋盘山碧桂园房地产开发有限公司,棋盘山碧桂园（1.1期）,,,,,
,,,,和平区,,,,,,沈阳泰亿房地产开发有限公司,居住、商业,,,,,
,,,,于洪区,,,,,,辽宁海特房屋开发有限公司,24#住宅,,,,,
,,,,东陵区,,,,,,辽宁香格蔚蓝房地产开发有限公司,住宅（G区一期）,,,,,
,,,,大东区,,,,,,沈阳鸿海房地产开发有限公司,鸿海东星花庭二期,,,,,
,,,,于洪区,,,,,,阳光一百置业（辽宁）有限公司,泊林翠庭E2、E3组团14-18#楼及地下室,,,,,
,,,,沈北新区,,,,,,明发集团（沈阳）房地产开发有限公司,明发商住项目,,,,,
,,,,沈阳经济技术开发区,,,,,,金光置业（沈阳）有限公司,丽水金阳（二期）,,,,,
,,1990-01-01 00:00:00.0,,铁西区,,,,,,星摩尔房地产开发（沈阳）有限公司,星摩尔购物广场一期,,,,,
,,,,铁西区,,,,,,沈阳千缘财富置业有限公司,千缘财富商汇,,,,,
,,,,东陵区,,,,,,华润置地（沈阳）房地产开发有限公司,居住、商业,,,,,
,,,,沈北新区,,,,,,沈阳联东置业有限公司,沈阳联东U谷一期,,,,,
,,,,苏家屯区,,,,,,沈阳奥园新城置业有限公司,住宅、商业（奥园广场一期A-1）,,,,,
,,,,和平区,,,,,,中海地产（沈阳）有限公司,居住、商业（中海国际社区7#地块）,,,,,
,,,,和平区,,,,,,沈阳和泓嘉瑞房地产开发有限公司,和泓上品小区,,,,,
,,,,大东区,,,,,,沈阳市沈房房地产开发有限公司,运河湾,,,,,
,,,,东陵区,,,,,,沈阳升科置业有限公司,居住、商业,,,,,
,,,,和平区,,,,,,沈阳坤和房地产开发有限公司,居住、商业,,,,,
,,,,东陵区,,,,,,沈阳穗港房地产投资开发有限公司,居住,,,,,
,,,,东陵区,,,,,,沈阳大族伴山湖房地产开发有限公司,天琴湾项目三期,,,,,
